OBJECTID,Facility Status,Facility Name,CAD Name,AKA,Facility Type,Unit (Firescope three letter identifier),CALFIRE Unit,County,Owner,Funding,Staffing,Address,City,ZIP,Phone (xxx-xxx-xxxx),Latitude,Longitude,GlobalID,x,y
945,Active,Irvine 20,ORC New 20 - Spectrum,,FSL,ORC,ORC,Orange,COUNTY,L,P,7050 Corsair,Irvine,92618,949-451-0020,33.681911031257,-117.742705582829,b4e0ad68-3b01-4c62-8dd7-06684d62ab94,208955.429000001,-479631.0025
946,Active,Irvine 47,ORC Irvine 47,,FSL,ORC,ORC,Orange,COUNTY,L,P,47 Fossil,Irvine,92603,949-845-4747,33.6537843800509,-117.783030364049,9c7966d3-c557-48f7-afbf-bd4efb73a471,205694.466200002,-482157.3973
947,Active,Irvine 6,ORC IRVINE 6,,FSL,ORC,ORC,Orange,COUNTY,L,P,3180 Barranca Pkwy,Irvine,92606,949-559-7530,33.6902196314643,-117.821559577312,9220abf9-24de-42a1-b2e9-e642c1f755f8,202027.4914,-478201.3716
948,Active,Irvine East 38,ORC IRVINE East 38,,FSL,ORC,ORC,Orange,COUNTY,L,P,26 Parker,Irvine,92618,919-859-6926,33.6564225136821,-117.706239915679,51e1259b-8c3f-4ce4-8e93-9b1e5539c068,212810.740200002,-481695.4837
949,Active,Irvine Industrial 28,ORC IRVINE INDUSTRIAL 28,,FSL,ORC,ORC,Orange,COUNTY,L,P,17862 Gillette Ave,Irvine,92614,949-660-0427,33.6860230226203,-117.849341367485,5c833069-1ac2-4065-a1f8-f6ec4fc5df8f,199462.036200002,-478725.4056
950,Active,La Palma,,,COM,ORC,ORC,Orange,,,,,,,,33.8648957555934,-118.035482001859,8377a0ca-9bc1-477a-b197-cd48b2bb9d09,181790.201499999,-459268.9552
951,Active,LA PALMA OCFA Station 13,ORC LA PALMA,,FSL,ORC,ORC,Orange,COUNTY,L,P,7822 Walker St,La Palma,90623,714-523-8031,33.8486267702278,-118.036883303345,35cbe859-b825-4a70-938b-39fb8ff8089c,181697.895300001,-461075.0201
952,Active,Ladera 58,ORC Ladera 58,,FSL,ORC,ORC,Orange,COUNTY,L,P,58 Station Way,Ladera Ranch,92694,949-347-2258,33.5671843375273,-117.628559648376,260d81cf-8fd6-4a37-8f0e-5e2085294169,220263.705699999,-491409.1268
953,Active,Laguna FS #3,,,COM,ORC,ORC,Orange,,,,,,,,33.545327226846,-117.753407675225,e0cc477a-2d84-4821-88a4-adc041f65403,208727.3125,-494114.588
954,Active,Laguna Hills OCFA Station 22,ORC LAGUNA HILLS,,FSL,ORC,ORC,Orange,COUNTY,L,P,24001 Paseo De Valencia,Laguana Hills,92637,949-837-5471,33.6140900578878,-117.712901251789,45ee77d2-2648-4fee-9697-bb0e832b5f2a,212306.052900001,-486402.6844
955,Active,Laguna Niguel 5,ORC LAGUNA NIGUEL 5,,FSL,ORC,ORC,Orange,COUNTY,L,P,23600 Pacific Island Dr,Laguna Niguel,92677,949-249-3085,33.5255638366885,-117.718384078516,aac36f49-f43a-4feb-a4f8-1a5c984523a9,212033.367600001,-496226.722
956,Active,Lake Forest 19,ORC LAKE FOREST 19,,FSL,ORC,ORC,Orange,COUNTY,L,P,23022 El Toro Rd,Lake Forest,92630,949-837-0911,33.6277446018575,-117.690887209568,af1f52ba-d5b6-4df3-b5be-e2f66f68e7e4,214312.282900002,-484839.6705
957,Active,Loma Ridge,No CAD name Entered,Loma Ridge Emergency Operations Center,ECC,ORC,ORC,Orange,COUNTY,L,P,2644 East Santiago Canyon Road,Silverado,92676,(714)6477000,33.7648108524666,-117.746144495062,3cc28e62-e572-4d90-b566-e858cee0a269,208822.382300001,-469768.9971
958,Active,Loma Ridge,,,COM,ORC,ORC,Orange,,,,,,,,33.7649759507287,-117.746351280796,4e5b79b5-447b-4ccf-94c9-3076869d3805,208803.923599999,-469751.6608
959,Active,Los Alamitos OCFA Station 2,ORC LOS ALAMITOS,,FSL,ORC,ORC,Orange,COUNTY,L,P,3642 Green Ave,Los Alamitos,90720,562-431-6026,33.8016843745676,-118.069563226959,c0f67423-221d-427a-b559-3ad26151210d,178779.6118,-466341.9819
960,Active,Mission Viejo 24,ORC MISSION VIEJO 24,,FSL,ORC,ORC,Orange,COUNTY,L,P,25862 Marguerite Pkwy,Mission Viejo,92692,949-837-9333,33.5867741374591,-117.659885402732,2183deb4-68bc-46a8-8989-e66f3fd94183,217301.120499998,-489310.2082
961,Active,Modjeska OCFA Station 16,ORC MODJESKA,,FSL,ORC,ORC,Orange,COUNTY,L,V,28891 Modjeska Canyon Rd,Silverado,92676,714-649-2500,33.7098612805054,-117.625837447247,3b8dd72e-dd9e-4b04-80f1-ed94bb23f00f,220120.389800001,-475588.3102
962,Active,Moorhead,,,COM,ORC,ORC,Orange,,,,,,,,33.5510198191022,-117.786403515889,64d2c116-cfc0-4e39-8aac-63d329d130f9,205647.566,-493555.7664
963,Active,Morro Ridge,,,COM,ORC,ORC,Orange,,,,,,,,33.5663334434272,-117.821349573279,1389853a-d06d-49c8-a500-7de379bdc214,202446.1274,-491793.2446
964,Active,Newport Beach FS #2,,,FSL,ORC,ORC,Orange,CITY,,,,,,,33.6162925287762,-117.92847220554,fbb5ba6e-e0d5-42e8-ad72-a060c6937aa8,192293.238899998,-486619.0683
965,Active,Newport City YD,,,COM,ORC,ORC,Orange,,,,,,,,33.6320302694612,-117.937716289451,6d5cab26-ec3f-410b-9f34-c0ea434f0858,191397.328699999,-484893.2806
966,Active,NIGUEL 30,ORC NIGUEL 30,,FSL,ORC,ORC,Orange,COUNTY,L,P,23831 Stonehill Dr,Dana Point,92629,949-661-0203,33.4797311188684,-117.714186832203,09e1e87d-f52f-44d0-8021-f1425c0d67f1,212545.8332,-501296.7555
967,Active,NO. Laguna Niguel 39,ORC NO. LAGUNA NIGUEL 39,,FSL,ORC,ORC,Orange,COUNTY,L,P,24241 Avila Rd,Laguna Niguel,92656,949-831-3232,33.5636109930922,-117.706934728491,b8164dea-9803-4db9-9b2f-1daf4a283d67,212995.1481,-491984.2504
968,Active,NO. Mission Viejo 31,ORC NO. MISSION VIEJO 31,,FSL,ORC,ORC,Orange,COUNTY,L,P,22426 Olympiad Rd,Mission Viejo,92692,949-581-1910,33.6365955384694,-117.637399017552,d0316892-f8d4-4ac7-9651-d3d9a6d651ce,219251.108399998,-483736.3173
969,Active,OC Sanitation,,,COM,ORC,ORC,Orange,,,,,,,,33.6394762183409,-117.956166692486,a4b9f30e-eaa8-4dc2-8641-f64a8971e2da,189667.4564,-484104.9787
970,Active,OCFA HQ,,,COM,ORC,ORC,Orange,,,,1 Fire Authority Road,Irvine,92602,7147536000,33.7463866786526,-117.767030624415,a3d3f35e-48d1-4645-9c06-9904b11028b0,206936.864399999,-471857.8151
971,Active,OCFA STA 70,ORC Old STA10,,FSL,ORC,ORC,Orange,COUNTY,L,P,2310 N Old Grand St.,Santa Ana,92705,714-567-3270,33.7674691272601,-117.849945251202,0be8c907-abed-4b0e-b9ca-9d50acdf6adc,199201.243999999,-469697.6285
972,Active,OCFA STA 71,ORC Old STA1,,FSL,ORC,ORC,Orange,COUNTY,L,P,1029 W 17Th St.,Santa Ana,92706,714-567-3271,33.7602803988296,-117.878029722657,9be3400e-3134-4f39-86d5-9c36b7be6995,196617.528200001,-470553.2278
973,Active,OCFA STA 72,ORC Old STA2,,FSL,ORC,ORC,Orange,COUNTY,L,P,1688 E 4Th St.,Santa Ana,92701,714-567-3260,33.7479278129759,-117.84408045547,1d468c26-4581-4454-81cf-96d6b2281707,199793.7892,-471851.6991
974,Active,OCFA STA 73,ORC Old STA3,,FSL,ORC,ORC,Orange,COUNTY,L,P,419 Franklin St.,Santa Ana,92703,714-567-3264,33.7419248711051,-117.893843342082,9d0ca4c7-f669-404b-9247-e4445f04990d,195197.734200001,-472620.8587
975,Active,OCFA STA 74,ORC Old STA4,,FSL,ORC,ORC,Orange,COUNTY,L,P,1427 S Broadway St.,Santa Ana,92707,714-567-3230,33.7275922499042,-117.870114572546,db07c267-0409-4ec9-8013-acb2d3baf77e,197432.227400001,-474160.6545
976,Active,OCFA STA 75,ORC Old STA5,,FSL,ORC,ORC,Orange,COUNTY,L,P,120 W Walnut St.,Santa Ana,92701,714-567-3255,33.7443814137085,-117.868124900901,0ab9b1d0-7f78-42b3-8a16-a09617bc3253,197574.770500001,-472295.248
977,Active,OCFA STA 76,ORC Old STA6,,FSL,ORC,ORC,Orange,COUNTY,L,P,950 W Macarthur Ave.,Santa Ana,92707,714-850-4576,33.6996635480746,-117.879993021924,4dc9729e-3582-4726-a006-4262dd44aeb7,196585.9353,-477277.3049
978,Active,OCFA STA 77,ORC Old STA7,,FSL,ORC,ORC,Orange,COUNTY,L,P,2317 S Greenville St.,Santa Ana,92704,714-850-4577,33.7159277940856,-117.903814614629,b709b20b-0b39-4fcb-b6e2-b0f8fccceeca,194337.489100002,-475523.3982
979,Active,OCFA STA 78,ORC Old STA8,,FSL,ORC,ORC,Orange,COUNTY,L,P,501 N Newhope St.,Santa Ana,92703,714-265-4878,33.7491381410127,-117.928650977699,1884066a-c13f-49f7-8e86-13909c6ca2dd,191954.839299999,-471892.2411
980,Active,OCFA STA 79,ORC Old STA9,,FSL,ORC,ORC,Orange,COUNTY,L,P,1320 E Warner Ave.,Santa Ana,92705,714-850-4579,33.7156658783968,-117.853677271017,c30721cb-bf93-406b-8921-e05b19c8f127,198985.570599999,-475448.4338
981,Active,OCFA Station 25,ORC MIDWAY CITY,,FSL,ORC,ORC,Orange,COUNTY,L,P,8171 Bolsa Ave,Midway City,92655,714-893-8723,33.7449833214011,-117.98664457138,98e55ed1-a211-42de-b378-c5d96a1178b8,186591.1263,-472468.6403
982,Active,OCFA Station 41 - Reserve,Station 41,,HB,FUL,ORC,Orange,CITY,L,P,3900 West Artesia Ave,Fullerton,92833,714-522-4141,33.8724893667159,-117.980444175174,4d579184-4816-43b1-861e-ff65c1f6a8b6,186863.361699998,-458319.4457
983,Active,OCFA Station 56,No CAD name Entered,,FSCC,ORC,ORC,Orange,CITY,G,P,56 Sendero Way,Rancho Mission Viejo,92694,949-489-4309,33.5287522769195,-117.618485727125,9fdcd92d-1fc4-4b30-a308-7e93d4148101,221305.085000001,-495645.0816
984,Active,OCFA Station 7,Station 7,,FSL,ORC,ORC,Orange,COUNTY,L,P,31865 Del Obispo St,San Juan Capistrano,92675,949-831-0872,33.4986634243979,-117.660959240222,e708862e-3995-4b42-8c3e-e732a162afa8,217469.081700001,-499038.9019
985,Active,OCFA Station 8,ORC SKYLINE,,FSL,ORC,ORC,Orange,COUNTY,L,P,10631 Skyline Dr,Santa Ana,92705,714-544-5292,33.7727927900413,-117.780349444903,1a2a1043-0b42-4bef-a3b2-6efa6be8c2af,205634.235199999,-468958.8383
986,Active,Olinda CW,,,COM,ORC,ORC,Orange,,,,,,,,33.9396352138564,-117.82554333744,f5eaff72-bf6a-4e01-a77b-04228fc657a4,201023.785,-450557.7164
987,Active,Orange County Fire Authority,No CAD name Entered,RFOTC,HQ,ORC,ORC,Orange,COUNTY,G,P,1 Fire Authority Rd,Irvine,92602,7145736000,33.747220468926,-117.76670630688,9325adae-44bc-4b4e-b261-94596f40e8ae,206963.604400001,-471764.1624
988,Active,Orchard Hills - 55,ORC Northwood 55,,FSL,ORC,ORC,Orange,COUNTY,L,P,4955 Portola Parkway,Irvine,92620,714-508-0055,33.725872928246,-117.745891868402,e01f7380-b895-46d3-8c3d-da4a79579092,208949.5517,-474085.0247
989,Active,Placentia (Bradford) 1,ORC PLACENTIA (Bradford) 35,,FSL,ORC,ORC,Orange,CITY,L,P,110 S. Bradford Ave,Placentia,92870,996-1490,33.8713436840867,-117.870542826426,67fa282c-3043-4d6f-bf60-09faadc46a89,197034.5075,-458223.9485
990,Active,Placentia (Valencia) 2,ORC PLACENTIA (Valencia) 34,,FSL,ORC,ORC,Orange,CITY,L,P,1530 N. Valencia Ave,Placentia,92870,996-2121,33.8902349630356,-117.854543668382,c28fffe1-b615-4480-a98a-f55fba83f2c4,198467.209100001,-456095.9252
991,Active,Pleasants North,,,COM,ORC,ORC,Orange,,,,,,,,33.7999103000981,-117.623955256073,d7b79459-a91a-4fe1-b461-fe9545c59fc9,220044.643100001,-465601.9557
992,Active,Pleasants West,,,COM,ORC,ORC,Orange,,,,,,,,33.7973007902103,-117.623761384876,6d71d131-728a-4edf-aeea-56d03d948686,220069.845899999,-465890.8017
993,Active,Portola Hills 42,ORC PORTOLA HILLS 42,,FSL,ORC,ORC,Orange,COUNTY,L,P,19150 Ridgeline Rd,Trabuco Canyon,92679,949-589-0323,33.6835944894855,-117.624041505378,4f6fcd44-fd54-4c82-9379-5e1468c6dd33,220359.847800002,-478495.7845
994,Active,Portola Springs 27,ORC Portola Springs 27,,FSL,ORC,ORC,Orange,COUNTY,L,P,12400 Portola Springs Pkwy,Irvine,92618,949-653-2727,33.6926118360665,-117.712235717976,324f2242-6c4a-44cd-a398-4d2b498a0a39,212157.7533,-477697.3914
995,Active,San Clemente,,,COM,ORC,ORC,Orange,,,,,,,,33.4313980393957,-117.597300784602,cc4ec303-2afd-42ca-a7d4-d4322f9cdbd7,223547.9067,-506384.6064
996,Active,San Clemente 50,ORC SAN CLEMENTE 50,,FSL,ORC,ORC,Orange,COUNTY,L,P,670 Camino de Los Mares,San Clemente,92673,949-361-9670,33.4564329521507,-117.646218129609,5fe16bec-3b4b-4a4c-9c3e-31013ca61fa7,218928.686500002,-503723.9876
997,Active,San Clemente 59,ORC SAN CLEMENTE 59,,FSL,ORC,ORC,Orange,COUNTY,L,P,48 Avenida La Pata,San Clemente,92673,949-940-0372,33.4624284635781,-117.604208477284,d984b117-7dbc-4c84-9f0e-ccdea5a7c04b,222818.4276,-502961.7147
998,Active,San Clemente 60,ORC SAN CLEMENTE 60,,FSL,ORC,ORC,Orange,COUNTY,L,P,100 Avenida Presidio,San Clemente,92672,949-366-6750,33.4280759199802,-117.61249563376,47c67a96-521f-42ea-b7ad-d81358f9ff52,222150.603599999,-507060.4509
999,Active,San Clemente Library,,,COM,ORC,ORC,Orange,,,,,,,,33.424704583092,-117.617088816239,3a96681d-b3ea-476c-b3ab-224737568fff,221725.866900001,-507172.7891
1000,Active,San Clemente North and South,,,COM,ORC,ORC,Orange,,,,,,,,33.4309548297169,-117.597316877857,40bf0744-0dfa-43fd-81ea-81950f5a42f5,223547.654599998,-506433.7573
1001,Active,San Juan Ortega Hills,,,COM,ORC,ORC,Orange,,,,,,,,33.5026677170788,-117.601860487618,9d1f8be4-6061-4324-b332-8ff908ccd071,222923.945999999,-498497.4397
1002,Active,Santa Ana Canyon,,,COM,ORC,ORC,Orange,,,,,,,,33.8940738074991,-117.74437709333,3d278c90-685d-458f-acca-4b8f99660365,208646.2082,-455434.2863
1003,Active,Santa Margarita OCFA Station 45,ORC SANTA MARGARITA,,FSL,ORC,ORC,Orange,COUNTY,L,P,30131 Aventura,Rancho Santa Marg,92688,949-858-8801,33.6367244927728,-117.604250956628,a41f2164-5386-4a3e-bd5b-2e145fe1d593,222326.245099999,-483644.8292
1004,Active,Seal Beach 44 (downtown),ORC SEAL BEACH (downtown),,FSL,ORC,ORC,Orange,COUNTY,L,P,718 Central Ave,Seal Beach,90740,562-431-0648,33.7418427928244,-118.105953291314,389d3b58-b2f1-4763-8c9f-b5043455f64d,175542.531100001,-473044.6769
1005,Active,Seal Beach 48,ORC SEAL BEACH (frwy)48,,FSL,ORC,ORC,Orange,COUNTY,L,P,3131 Gate Rd,Seal Beach,90740,562-430-0415,33.7732030665989,-118.0771480387,b57f6dd1-05b4-4975-9212-38d178c6b4ed,178141.329799999,-469514.0581
1006,Active,Sierra Peak,,,COM,ORC,ORC,Orange,,,,,,,,33.8493457139431,-117.654857094758,d5357c99-c5b7-448e-bd2a-ea4548d908d5,217047.840700001,-460192.4828
1007,Active,Sierra Peak 1 and 2,,,COM,ORC,ORC,Orange,,,,,,,,33.8499159746044,-117.654103394025,7998905d-c4cd-49b8-b471-ceca7ad76997,217116.017900001,-460127.5325
1008,Active,Signal Peak,,,COM,ORC,ORC,Orange,,,,,,,,33.6053677047293,-117.811375766574,c8681095-9174-4c21-b632-3558a0733e78,203188.937899999,-487585.7972
1009,Active,Silverado (USFS) OCFA Station 15,ORC SILVERADO (USFS),,FSCC,ORC,ORC,Orange,COUNTY,G,P,27172 Silverado Canyon Rd,Silverado,92676,714-649-0190,33.7424614315302,-117.659089172742,d14837f3-dd1e-40f2-9979-2459daaa7894,216953.467099998,-471936.7036
1010,Active,Silverado Canyon,,,COM,ORC,ORC,Orange,COUNTY,,,,,,,33.7462999392558,-117.617557093322,5b8d3cdc-484e-4ede-bccd-b54dc1b2af45,220786.424800001,-471530.261
1011,Active,Silverado OCFA Station 14,ORC SILVERADO,,FSL,ORC,ORC,Orange,COUNTY,L,V,P.O. Box 12,Silverado,92676,714-649-2211,33.7462561842601,-117.617657455188,28c34a67-a647-4ef7-8eda-39c5c1dd779b,220777.2344,-471534.8068
1012,Active,So.Mission Viejo 9,ORC SO.MISSION VIEJO 9,,FSL,ORC,ORC,Orange,COUNTY,L,P,9 Shops at Mission Viejo,Mission Viejo,92691,949-582-9260,33.5557263067731,-117.670732374341,f5a7ada8-9b66-4ac6-a079-ad9f2e55fa71,216378.647700001,-492776.1521
1013,Active,Spectrum 51,ORC Spectrum 51,,FSL,ORC,ORC,Orange,COUNTY,L,P,18 Cushing,Irvine,92618,949-341-0051,33.6410465405494,-117.738353158302,5c4e7ad8-651c-476c-9ddd-b97dd42d6a31,209872.584600002,-483471.4244
1014,Active,Stanton OCFA Station 46,ORC STANTON,,FSL,ORC,ORC,Orange,COUNTY,L,P,7871 Pacific St,Stanton,90680,714-827-0533,33.8073969846738,-117.995005547153,4716a793-d4b5-46d5-82d4-31bce950ee62,185670.019099999,-465565.3004
1015,Active,Station 81,,,FSL,,ORC,Orange,CITY,,,11261 Acacia Parkway,Garden Grove,92840,714-638-6340,,,905d527a-0659-4877-94b3-d0e9727935a0,191227.503199998,-468896.0778
1016,Active,Station 84,,,FSL,,ORC,Orange,COUNTY,,,12191 Valley View,Garden Grove,92845,714-889-2001,,,49087b92-98a8-4f5f-8dd8-3c2f28282b14,182580.061299998,-468058.4076
1017,Active,Station 85,,,FSL,,ORC,Orange,COUNTY,,,12751 Western Ave,Garden Grove,92841,714-889-2007,,,8b41a1c5-5f50-4b9d-8c37-3d25a2ab054a,185112.718899999,-468927.5424
1018,Active,Station 86,,,FSL,,ORC,Orange,CITY,,,12232 West St,Garden Grove,92840,714-638-6390,,,ec74585b-5491-4632-bea2-b329f44e3c93,192372.289000001,-468049.4048
1019,Active,Trabuco Station 18,ORC TRABUCO,,FSCC,ORC,ORC,Orange,COUNTY,G,P,30942 Trabuco Canyon Rd,Trabuco Canyon,92678,949-858-9369,33.6582974202489,-117.592050856379,2f6ed556-2ada-494e-bac0-0d0dc06b906d,223397.425099999,-481224.9723
1020,Active,Tri-Cities OCFA Station 17,ORC TRI-CITIES,,FSL,ORC,ORC,Orange,COUNTY,L,P,4991 Cerritos Ave,Cypress,90630,714-821-3840,33.8106084419684,-118.046229201153,87ce70df-05d1-432f-9758-aa4a095a8a2e,180919.8873,-465308.2642
1021,Active,Tustin 21,ORC TUSTIN 21,,FSL,ORC,ORC,Orange,COUNTY,L,P,1241 Irvine Blvd,Tustin,92780,714-544-0171,33.7475122801814,-117.807325222095,7ae243f4-080d-49ca-9408-697172a41317,203200.420899998,-471819.6495
1022,Active,Tustin 37,ORC TUSTIN 37,,FSL,ORC,ORC,Orange,COUNTY,L,P,15011 Kensington Park Drive,Tustin,92780,714-259-7720,33.7234717478999,-117.826060202997,e9d0e061-7dbd-40c7-ac65-f22c21a54e5b,202417.431600001,-475498.1359
1023,Active,Tustin Ranch 43,ORC TUSTIN RANCH 43,,FSL,ORC,ORC,Orange,COUNTY,L,P,11490 Pioneer Way,Tustin,92782,714-544-7462,33.7495475480044,-117.770587979066,94f9ce69-fc4f-4d8f-b524-f4daec84893e,206599.000799999,-471514.6226
1024,Active,University 4,ORC UNIVERSITY,,FSL,ORC,ORC,Orange,COUNTY,L,P,#2 California Ave,Irvine,92612,949-854-7544,33.6498706817415,-117.829952609851,39630611-0477-4c39-9060-7cd3a4474252,201351.659600001,-482691.9502
1025,Active,Upper Talega Camera Site,,,COM,ORC,ORC,Riverside,,,,,,,,33.5192059641408,-117.480958283779,eb63cf04-ab04-4a5e-b94d-c219ed2f00df,234111.309500001,-496373.2359
1026,Active,USAR Warehouse,,,EQF,ORC,ORC,Orange,,,,19682 Descartes,Foothill Ranch,92610,949-597-1403,33.6762111966037,-117.652830319652,42c70e1e-5047-4871-a6c2-cb82edb9486c,217710.651999999,-479381.2491
1027,Active,Valencia 26,ORC VALENCIA 26,,FSL,ORC,ORC,Orange,COUNTY,L,P,4691 Walnut Ave,Irvine,92604,559-0201,33.6987317192683,-117.778228544517,e26b482c-2871-47cf-ba17-c7ecbc13fc3f,206023.122099999,-477164.5289
1028,Active,Villa Park OCFA Station 23,ORC VILLA PARK,,FSL,ORC,ORC,Orange,COUNTY,L,P,5020 Santiago Cyn Rd,Orange,92869,714-997-2552,33.8097226893312,-117.79885392871,bac693e9-6f5b-4575-8a76-e937f8358c6e,203825.177200001,-464904.529
1029,Active,Weir Canyon Eastridge,,,COM,ORC,ORC,Orange,,,,,,,,33.8352383506592,-117.742611349945,d726959b-ee83-4f3a-871b-20354277d95a,208964.8585,-461953.7225
1030,Active,Weir Canyon Serrano,,,COM,ORC,ORC,Orange,,,,,,,,33.8439889803094,-117.737970005034,a59ba034-397b-49d2-bba8-88e38fe76deb,209371.268599998,-460973.2937
1031,Active,Westminiter #1 64,ORC WESTMINSTER #1 64,,FSL,ORC,ORC,Orange,COUNTY,L,P,7351 Westminster Blvd,Westminster,92683,714-379-4920,33.7595209476467,-118.00074654481,ad0072a2-a8b6-45d6-a350-f58345e26398,185250.412300002,-470884.5632
1032,Active,Westminiter #2 66,ORC WESTMINSTER #2 66,,FSL,ORC,ORC,Orange,COUNTY,L,P,15061 Moran St,Westminster,92683,914-379-4935,33.7437983996223,-117.967799517371,7680a09a-cd22-4dbd-8bb4-f92b5ba84af2,188340.162799999,-472562.7439
1033,Active,Westminster 65,ORC WESTMINSTER #3 65,,FSL,ORC,ORC,Orange,COUNTY,L,P,6061 Hefley St,Westminster,92683,714-379-4931,33.7619334347975,-118.023453618628,e441d8dc-7ee3-4d65-9a26-247ceb6f71aa,183141.122299999,-470661.2119
1034,Active,Westminster Police Dept,,,COM,ORC,ORC,Orange,,,,8200 Westminster Blvd,Westminster,92683,,33.756390743697,-117.987157703511,6f71db69-c903-406a-8f95-705dc5a6a78c,186516.735399999,-471205.4931
1035,Active,Woodbridge 36,ORC WOODBRIDGE 36,,FSL,ORC,ORC,Orange,COUNTY,L,P,301 E. Yale Loop,Irvine,92604,949-551-6881,33.6737630346922,-117.788406612676,4e2d671d-304a-4f18-bd94-2470f3e2e5c3,205144.071699999,-479954.4291
1036,Active,Yorba Linda 10,ORC YORBA LINDA 10,,FSL,ORC,ORC,Orange,COUNTY,L,P,18422 E.Lemon Dr,Yorba Linda,92886,714-970-1216,33.8912446925264,-117.81267545459,72f34a23-83a9-41b4-a178-21c47b41c771,202336.976199999,-455895.4674
1037,Active,Yorba Linda 53,ORC YORBA LINDA 53,,FSL,ORC,ORC,Orange,COUNTY,L,P,25415 La Palma,Yorba Linda,92887,714-692-8381,33.8742611243059,-117.710341902094,d197631c-a178-457d-a5d8-dd0190bc5032,211846.904399998,-457555.0233
1038,Active,Arlington,,,COM,RRU,RRU,Riverside,,,,9990-B County Farm Rd,Riverside,92503,,33.9190432445327,-117.459818589249,640b482f-1345-4848-ae18-dfa07d4a0dfb,234887.725400001,-452000.1794
1039,Active,Bautista CC,RRU Bautista CC,,CC,RRU,RRU,Riverside,STATE,B,P,33015 Bautista Rd,Hemet,92544,951-927-3639,33.6425692826978,-116.809139417625,3d292f69-e586-4115-a4c0-4d0387e2cbf7,296066.2601,-480823.2956
1040,Active,Box Springs,,,COM,RRU,RRU,Riverside,,,,11030 Box Springs Mtn Rd,Riverside,92557,,33.9610583996549,-117.280185348537,0002e874-bf73-4cd1-8e0e-d7e6edcc3ad2,251360.053100001,-446881.2171
1041,Active,Brookside,,,COM,RRU,RRU,Riverside,,,,10875 Hannon Rd,Beaumont,92223,,33.9624491208535,-117.005589198707,1a7beb0c-03d0-4a28-865f-d14c5d5c6a64,276724.6631,-445962.2807
1042,Active,Cajalco,,,COM,RRU,RRU,Riverside,,,,4230 Eagle Canyon Road,Corona,92881,,33.8370217645744,-117.492949046842,de1f97b2-10a2-422a-a5c9-073e222a5a71,232065.4441,-461175.3127
1043,Active,CAL FIRE Training Center South,RRU CLARK TRAINING CENTER,Ben Clark Training Center,TC,RRU,RRU,Riverside,COUNTY,A,P,16791 Davis Avenue,Riverside,92518,951-486-2800,33.8740963657315,-117.298576136178,b2c4ef48-0af3-4ba9-a52d-2c8d97c08f51,249935.6527,-456570.4976
1044,Active,City of Perris FS 101,STN_101,STN 101,FSA,RRU,RRU,Riverside,CITY,A,P,105 S. F St.,Perris,92570,951-943-1781,33.7864627918551,-117.224247327906,82c1f946-820c-4886-a7da-d4bb7f2eb525,257093.968400002,-466086.3817
1045,Active,Clinton Keith,,,COM,RRU,RRU,Riverside,,,,27864 Elderberry St,Murrieta,92562,,33.611360028388,-117.175807947024,0f0d2b91-b848-4c93-846c-8e28bb569def,262158.5889,-485361.8683
1046,Active,Desert Training Center,,,TC,RRU,RRU,Riverside,COUNTY,,,77933 Las Montañas Road,Palm Desert,92211,,33.7681175893783,-116.304532995589,f3882b87-a2ca-410c-88d0-74a15c746d45,342321.774099998,-465212.6925
1047,Active,Elsinore Peak,,,COM,RRU,RRU,Riverside,,,,,,,,33.6022326053957,-117.343631468138,844746cd-d7e5-49f1-a895-10b8136aad43,246612.8189,-486823.7146
1048,Active,Estelle Mountain,,,COM,RRU,RRU,Riverside,,,,24998 Lemon Heights Road,Perris,92570,,33.7593979342922,-117.4261690875,c7c84cb8-69a5-4a82-af40-d15da8390bd7,238479.074299999,-469614.7518
1049,Active,FRC 4149,,,FxCS,,RRU,Riverside,COUNTY,,,16902 Bundy Ave.,Riverside,92518,,,,36f14e29-1b56-4d65-a69f-62eb531bc88d,250066.104400001,-456581.4885
1050,Active,Hemet Ryan AAB,RRU Hemet Ryan AAB,,AAB,RRU,RRU,Riverside,STATE,B,P,4710 West Stetson Ave,Hemet,92343,951-652-2066,33.7302463165203,-117.021945233097,3270da8f-69fe-4166-93fe-320553ca0e91,276022.399999999,-471748.6474
1051,Active,Lake Perris,,,COM,RRU,RRU,Riverside,,,,,,,,33.8613498810713,-117.203696508851,65da78f3-69db-4331-8da4-9b192cd26435,258753.0748,-457729.5708
1052,Active,Los Pinos Fire Center,Los Pinos Fire Center,Los Pinos,FCCCC,RRU,RRU,Orange,FEDERAL,B,P,39251 Ortega Hwy.,Lake Elsinore,92530,,33.6459798404429,-117.446563029005,96588f21-b688-49cf-b888-cf393e1b4e1f,236928.607500002,-482237.5947
1053,Active,Morrison Park FS 99,STN_99,STN99,FSA,RRU,RRU,Riverside,CITY,A,P,13400 Morrison Street,Moreno Valley,92555,951-485-7083,33.9262947239874,-117.199762122952,eae96d2a-324f-46ad-8772-bef7bb11ad8d,258903.192000002,-450518.4796
1054,Active,Murrieta FLS,SFM,,SFM,CDF,RRU,Riverside,STATE,B,P,"24680 Jefferson Ave, Suite B",Murrieta,92562,,33.5607912278734,-117.209468743396,dadc6084-a11a-4339-a48a-5bbdfa7feb01,259199.906599998,-491058.4725
